TStamp	X	Y	Z
1613754861665	-0.499405	-0.031326	0.213852
1613754861668	-0.518951	-0.063080	0.207733
1613754861670	-0.538498	-0.091187	0.197968
1613754861672	-0.556824	-0.118073	0.188171
1613754861675	-0.571487	-0.138840	0.178406
1613754861677	-0.584915	-0.153488	0.163757
1613754861680	-0.598358	-0.164490	0.150314
1613754861682	-0.606918	-0.168167	0.138092
1613754861684	-0.617920	-0.166931	0.124649
1613754861687	-0.620361	-0.159607	0.112442
1613754861689	-0.626450	-0.149841	0.098999
1613754861691	-0.622803	-0.131500	0.090439
1613754861694	-0.617920	-0.110733	0.083115
1613754861696	-0.613037	-0.087524	0.077011
1613754861699	-0.603241	-0.063080	0.073349
1613754861701	-0.589798	-0.032547	0.072113
1613754861703	-0.572708	-0.002014	0.074570
1613754861706	-0.560486	0.023651	0.074570
1613754861708	-0.539719	0.052948	0.078232
1613754861710	-0.525055	0.079834	0.079453
1613754861713	-0.506729	0.103043	0.085556
1613754861715	-0.488403	0.126266	0.091675
1613754861718	-0.468857	0.149475	0.097778
1613754861720	-0.450531	0.166565	0.105103
1613754861722	-0.431000	0.182449	0.114883
1613754861725	-0.416321	0.193451	0.122208
1613754861727	-0.401672	0.203217	0.129547
